Name,Age,Quantity,Product Type,Distributor,Base Price,Margin,Total Price,Sold By,Date,Membership Number
Nina,22,4,Modern Sarees,India,4429,310,6042,Nina Giannasi,9/25/2023,01JGGCHAY3BDP8C4XQREEA9Z6Z
Windy,47,2,Silk Sarees,India,4220,317,2915,Windy Hedges,8/26/2022,01JGGCHAY4PHRMY2T4NMV53DCJ
Letty,42,12,Embroidered Sarees,India,551,232,7034,Letty Gusticke,8/24/2023,01JGGCHAY5XTBGH0NYAKAV2PWA
Golda,53,9,Modern Sarees,India,4366,44,8145,Golda Bohin,11/5/2022,01JGGCHAY7Z6S55HPV58XYHS0Z
Lyndsay,74,9,Cotton Sarees,India,8750,341,3761,Lyndsay Mably,9/4/2023,01JGGCHAY90V8DQER7VYVSC2ZH
Ardith,62,4,Cotton Sarees,India,8888,43,2460,Ardith Suggitt,2/28/2023,01JGGCHAYAXCYPG4S567KV06XF
Shina,44,3,Modern Sarees,India,3199,320,3951,Shina Riquet,7/31/2023,01JGGCHAYD4NPFBCSD0MHH7CD7
Beatriz,30,3,Regional Specials,India,9202,112,1173,Beatriz Letrange,6/18/2024,01JGGCHAYEDXCQYT26KX5BYVHY
Edi,22,6,Cotton Sarees,India,8643,77,9969,Edi O'Dogherty,1/23/2023,01JGGCHAYGWY82CMAQ14C4G43K
Charin,70,11,Modern Sarees,India,1664,388,4022,Charin Blaymires,7/12/2024,01JGGCHAYH0PQCR5M2H1JETNSX
Buffy,24,7,Cotton Sarees,India,4626,271,2494,Buffy Rudham,6/27/2024,01JGGCHAYJ9YE2Q9E273DM6VDX
Addia,34,11,Regional Specials,India,5379,348,6486,Addia Bagnal,4/19/2024,01JGGCHAYME34153842H364YM6
Ninon,23,6,Cotton Sarees,India,2964,235,7047,Ninon Lashmar,3/19/2024,01JGGCHAYNN9BPB3QAEP1WFJJE
Wanda,55,14,Regional Specials,India,4358,148,5712,Wanda Adame,10/7/2023,01JGGCHAYQS9BYZXF40MFBPANM
Charisse,49,4,Silk Sarees,India,4980,50,4957,Charisse Lebang,10/8/2024,01JGGCHAYS968FWEAKJA657DC2
Roanne,62,11,Handloom Sarees,India,741,156,4211,Roanne Koppes,10/17/2024,01JGGCHAYTGJZ2N008VHFN7K2A
Debor,23,8,Modern Sarees,India,1284,87,9504,Debor Poizer,7/26/2024,01JGGCHAYW2ZX84M8CXN466AKW
Celisse,22,10,Modern Sarees,India,5626,248,9825,Celisse Ciciura,3/17/2023,01JGGCHAYY8BPATAA2X1VTCCT4
Vida,51,10,Embroidered Sarees,India,3757,20,5741,Vida Woakes,12/26/2022,01JGGCHAZ0FFYAC3RQCWSNJX8H
Cornelle,37,10,Handloom Sarees,India,1335,227,109,Cornelle Caddie,7/9/2023,01JGGCHAZ3MW6EBBTJDHPNMTRZ
Cosette,27,5,Modern Sarees,India,8918,103,4794,Cosette Littlemore,11/26/2023,01JGGCHAZ5P3WYJ2BS6J624ZV2
Andromache,24,10,Embroidered Sarees,India,1706,76,2061,Andromache Benesevich,9/25/2023,01JGGCHAZ6Y4ZWEJTCN5WA1FWN
Anallese,40,5,Silk Sarees,India,3471,312,5507,Anallese Spinley,5/25/2023,01JGGCHAZ71HXC7GKN4K0B02SX
Mirna,56,15,Handloom Sarees,India,5601,394,5608,Mirna Bowcock,1/29/2023,01JGGCHAZ93AHJ0MP1B6B563Q8
Ofelia,31,2,Silk Sarees,India,5737,82,6357,Ofelia Mulder,1/13/2024,01JGGCHAZAJFK32C0T7QZ13J8Z
Rachael,77,5,Embroidered Sarees,India,4070,301,6863,Rachael Diprose,4/29/2023,01JGGCHAZCVDG3H7FYM81VGFQ2
Kaleena,31,4,Handloom Sarees,India,3086,27,5628,Kaleena Gostick,5/6/2023,01JGGCHAZE83GM5MGTBFD1R5K2
Keri,52,10,Modern Sarees,India,5367,221,8563,Keri Traite,11/5/2022,01JGGCHAZFWQQPHD1T732WHTWS
Nadya,73,15,Regional Specials,India,3482,163,294,Nadya Helwig,7/7/2022,01JGGCHAZHW8YAY4D0NGCZWCGW
Frankie,27,1,Embroidered Sarees,India,1294,399,8863,Frankie Blethyn,8/22/2024,01JGGCHAZJA6QG2VKATFXCG1V4
Catrina,36,10,Embroidered Sarees,India,6451,13,5576,Catrina Roj,12/26/2023,01JGGCHAZK01HE1TCMCST5YZM8
Rozelle,40,14,Embroidered Sarees,India,9262,127,3239,Rozelle Berrick,3/2/2024,01JGGCHAZM809NEGXD2HBK3TT3
Katharina,41,4,Modern Sarees,India,6900,124,9106,Katharina Winchester,6/23/2023,01JGGCHAZNCABC873FZSV203NB
Hali,47,11,Handloom Sarees,India,6741,98,9115,Hali Willgoose,6/30/2024,01JGGCHAZPSXVS78C1JZ6S2AVC
Jerrie,72,8,Modern Sarees,India,9718,373,5689,Jerrie Allitt,5/4/2023,01JGGCHAZQHZ94MBM31YGCXECT
Claudelle,24,5,Handloom Sarees,India,2085,20,6988,Claudelle Pollicote,11/29/2024,01JGGCHAZR3Y820PD6JAMSRT7F
Karlotta,71,7,Modern Sarees,India,9542,172,9317,Karlotta Assiter,12/9/2024,01JGGCHAZT4SGTRR7SC8VXRAJ4
Ingunna,68,8,Regional Specials,India,4002,338,2142,Ingunna Shay,11/11/2022,01JGGCHAZVY0RXTQ0PJBYS4E0K
Aleen,79,11,Handloom Sarees,India,162,7,9655,Aleen Towndrow,9/12/2022,01JGGCHAZXYS4BG1RKZFSP9XW2
Linnea,35,2,Silk Sarees,India,2171,364,9727,Linnea Jereatt,5/18/2024,01JGGCHAZYMC7PK6EVBZ6F50HB
Laural,77,11,Cotton Sarees,India,6314,22,772,Laural Arnault,4/21/2024,01JGGCHB00PHEKVN3DD6RQF0VG
Adoree,47,13,Handloom Sarees,India,6111,145,2328,Adoree Monelle,8/17/2024,01JGGCHB016JCSMDEKNXECP887
Caro,69,9,Embroidered Sarees,India,1730,15,5109,Caro Bellanger,6/20/2023,01JGGCHB029VC7X88X8Z4STRCN
Ursala,46,8,Silk Sarees,India,4926,388,7435,Ursala Benning,7/26/2024,01JGGCHB03S35JS9JDJCWJB96D
Waly,77,2,Embroidered Sarees,India,3232,339,2592,Waly Pechold,1/28/2023,01JGGCHB04HT7HZE44X9SXD6AM
Maryjane,69,7,Cotton Sarees,India,1979,98,50,Maryjane Ronchetti,8/31/2023,01JGGCHB051RS25XRW3FF3R5BC
Katleen,49,9,Modern Sarees,India,1982,359,9501,Katleen Boland,2/6/2023,01JGGCHB06KDKKNFHQ94DHCV3B
Irene,70,10,Embroidered Sarees,India,6298,361,1472,Irene Redsell,11/29/2023,01JGGCHB07290ZEZ8730GEAGQX
Juditha,30,11,Modern Sarees,India,4984,380,7598,Juditha Galego,2/20/2023,01JGGCHB094WC8MRHH5VCA75WA
Coriss,27,1,Handloom Sarees,India,8800,137,7303,Coriss de Verson,11/4/2022,01JGGCHB0A98SKBXJWWZ463J5Z
Perrine,79,9,Regional Specials,India,6863,37,6975,Perrine Eastcott,7/6/2024,01JGGCHB0BCBCYR78QMZY8A1NR
Theresina,68,12,Regional Specials,India,3294,71,4379,Theresina Levinge,4/12/2024,01JGGCHB0C2D7K8ANKSJFRMGB4
Kitti,72,3,Silk Sarees,India,3833,71,5256,Kitti Daubeny,8/23/2023,01JGGCHB0D5XZ0T4DQDRQZS9PS
Kimmie,71,4,Handloom Sarees,India,1530,16,4479,Kimmie Blakeston,1/20/2024,01JGGCHB0EKA3WEKK2F636336T
Minta,24,13,Silk Sarees,India,8834,35,758,Minta Jones,7/22/2024,01JGGCHB0FRQKMHA2SE0XQ4SBW
Nonnah,24,5,Modern Sarees,India,9847,358,8241,Nonnah Belshaw,7/11/2023,01JGGCHB0HD3F3ANKTPG2ZYNP8
Minni,54,6,Embroidered Sarees,India,3169,390,6070,Minni Angear,5/24/2024,01JGGCHB0JC3M8CJ9B3E08TKTF
Flossy,31,3,Regional Specials,India,8157,328,3064,Flossy Yuryichev,12/11/2022,01JGGCHB0KCW9SKWK99CN0C98C
Malynda,40,1,Regional Specials,India,7121,236,3474,Malynda O'Loughlin,11/3/2022,01JGGCHB0NY7YZP2AWXYBCDM2M
Dyana,39,5,Silk Sarees,India,2038,188,2993,Dyana Plumbridge,9/21/2024,01JGGCHB0PQS2Q15NC85SZM0XJ
Tobe,34,14,Handloom Sarees,India,1739,369,349,Tobe Hovard,1/28/2023,01JGGCHB0Q5VF24P17XQ5F371A
Carmon,65,15,Modern Sarees,India,9299,302,302,Carmon Ledley,3/3/2023,01JGGCHB0R1REBGCNBG9R43PH5
Kimberlyn,72,9,Embroidered Sarees,India,3591,86,9714,Kimberlyn Maddison,6/7/2023,01JGGCHB0VNPYTNVV9Z6FKYKK6
Jaquelin,25,5,Embroidered Sarees,India,6194,75,8641,Jaquelin Lerigo,12/22/2022,01JGGCHB0WBFYAARK1KRZZC7K2
Natividad,25,15,Modern Sarees,India,5325,194,8060,Natividad Ewenson,12/17/2023,01JGGCHB0XG56XA5KFTBVTD9ZM
Binny,50,2,Regional Specials,India,6140,349,883,Binny Medgwick,12/17/2023,01JGGCHB0YFN58CCBB0NSVCZ4W
Nerti,63,9,Cotton Sarees,India,2389,98,9007,Nerti Krinks,8/30/2023,01JGGCHB0Z3FB6KMNEC0D2H6EY
Wendy,23,3,Modern Sarees,India,5487,108,8750,Wendy Sizland,1/31/2024,01JGGCHB1077JHJJ8VEJWJNE26
Sher,21,14,Regional Specials,India,3315,374,3659,Sher Ondra,12/18/2023,01JGGCHB118F55HBZSCYRH13FX
Dacie,68,11,Embroidered Sarees,India,696,267,6616,Dacie Etuck,12/13/2022,01JGGCHB137VBEF6EH5DTMW1QP
Kimbra,23,1,Regional Specials,India,5038,131,6147,Kimbra Crilly,1/30/2023,01JGGCHB14H96R0JY3B2G9SR20
Chrissie,43,11,Cotton Sarees,India,3701,399,4180,Chrissie Punt,8/23/2023,01JGGCHB15SB9WGJ26Q99GPX59
Sharai,32,9,Handloom Sarees,India,2471,36,9186,Sharai Beckhurst,10/5/2023,01JGGCHB165V9HBGGJF621FM0D
Beatrice,75,2,Cotton Sarees,India,4019,307,7059,Beatrice Bauman,4/25/2024,01JGGCHB17HAE1H6706C9NJ26P
Nataline,78,4,Handloom Sarees,India,7383,97,1654,Nataline Rase,11/13/2024,01JGGCHB2A8DQ803QC59N8K302
Lira,52,8,Regional Specials,India,911,279,4471,Lira Strongitharm,4/22/2024,01JGGCHB2BNE669JSZX9VRCJJZ
Jerrylee,73,4,Handloom Sarees,India,9471,373,4386,Jerrylee Provost,2/15/2023,01JGGCHB2DE7WKR3DJS7DGZCS2
Olive,26,10,Modern Sarees,India,2754,352,7710,Olive Trenbey,11/27/2022,01JGGCHB2E9F05CWWWDM9GM6G3
Tania,33,4,Cotton Sarees,India,7233,190,8012,Tania Cottingham,8/29/2022,01JGGCHB2GAZV20GGB3PJZ0AJE
Melinda,59,11,Modern Sarees,India,4185,358,7454,Melinda Sudddard,10/10/2022,01JGGCHB2HSX1594AG1ZS6GVM6
Lacy,51,13,Embroidered Sarees,India,9886,388,1384,Lacy Stock,10/4/2023,01JGGCHB2JYHRX81PCKBGAMDWM
Wanda,46,10,Cotton Sarees,India,6202,125,7334,Wanda Soutter,2/18/2023,01JGGCHB2KCZS5CBEWGSR63C1R
Caryl,36,7,Silk Sarees,India,1673,184,5328,Caryl MacKenzie,10/11/2023,01JGGCHB2NBCPXH0JS6F0H5FAV
Tamera,80,4,Handloom Sarees,India,4437,379,9646,Tamera Scranedge,1/10/2023,01JGGCHB2P6RSY9A812A3KHG3J
Janette,67,14,Silk Sarees,India,9995,142,1847,Janette Natwick,12/19/2024,01JGGCHB2QN90AE9BCCD38TSX5
Kalli,57,14,Silk Sarees,India,5861,258,6574,Kalli Gytesham,7/29/2024,01JGGCHB2RYQ7QQPWDG9GSPDPE
Pam,76,1,Regional Specials,India,6986,255,751,Pam Bucham,11/27/2024,01JGGCHB2SGC9BHW72W1E93DVN
Veronica,20,3,Embroidered Sarees,India,5774,74,4737,Veronica Speenden,3/3/2023,01JGGCHB2T0WRCHF7NKBV7NMY8
Yasmin,74,9,Embroidered Sarees,India,9343,352,3733,Yasmin Vogelein,8/17/2023,01JGGCHB2VYVCFNF2G27JEQ2Y5
Marice,60,4,Embroidered Sarees,India,4799,106,9211,Marice Vecard,12/25/2023,01JGGCHB2WJT5C70VA5X1JS09R
Reiko,76,10,Silk Sarees,India,9415,369,6011,Reiko Bellie,4/8/2023,01JGGCHB2Y062SWRAYRSTR68V7
Lavinia,62,14,Cotton Sarees,India,9027,201,1705,Lavinia Phalp,10/25/2023,01JGGCHB2Z43VC161VT0N9JYZG
Adena,62,4,Handloom Sarees,India,3014,249,8575,Adena Grahame,11/28/2024,01JGGCHB30D67SZDBWTP8HEFQP
Anstice,74,6,Handloom Sarees,India,9016,397,397,Anstice Humby,3/24/2024,01JGGCHB31YRS4QKT86NA8NP7Q
Alessandra,37,9,Handloom Sarees,India,8900,178,9466,Alessandra Kiernan,12/22/2022,01JGGCHB33VSF9R84KFB6T02RG
Laurella,59,9,Embroidered Sarees,India,2591,354,3638,Laurella Reinbeck,6/3/2024,01JGGCHB34STSTMXZT9EGKREZD
Katuscha,32,7,Silk Sarees,India,3058,89,2870,Katuscha Kneesha,4/6/2023,01JGGCHB351YP21AX6SYKHQ1B2
Vernice,64,7,Embroidered Sarees,India,5352,346,2720,Vernice Woodrup,2/1/2024,01JGGCHB36JY1CGK1MZCZGNHMB
Frederique,75,14,Silk Sarees,India,9430,356,9405,Frederique Pryer,7/31/2022,01JGGCHB378ZSEZNDC1YQMRPFS
Cathlene,22,8,Embroidered Sarees,India,1931,217,8381,Cathlene Evers,8/22/2023,01JGGCHB38VFNR4BBXHJ4W5TGG
Sarajane,78,1,Cotton Sarees,India,675,105,507,Sarajane Crystal,3/25/2024,01JGGCHB39FF9V5KG2WTEWQ4TR
Amii,33,10,Silk Sarees,India,7312,102,7318,Amii Gwatkin,7/28/2022,01JGGCHB3B50PYV2ZX1A1Y9BQH
Jami,34,12,Embroidered Sarees,India,2474,176,3856,Jami Hendonson,7/28/2022,01JGGCHB3DT77G3TQS1P8G0VXB
Dinnie,49,7,Modern Sarees,India,4013,175,3395,Dinnie Toynbee,11/29/2024,01JGGCHB3EQCMD6634EMZ9TSSH
Eulalie,54,13,Handloom Sarees,India,691,61,4614,Eulalie Ritchie,8/8/2022,01JGGCHB3F7RK45GMK18KJZR1N
Agace,55,6,Cotton Sarees,India,6699,26,7306,Agace Abbison,11/27/2022,01JGGCHB3G39P9Q97Z4EEFBFJH
Delilah,44,4,Handloom Sarees,India,574,109,8790,Delilah Pagan,11/9/2023,01JGGCHB3H26X6WA4J8WCX7DQG
Dania,48,10,Modern Sarees,India,4741,257,6243,Dania Brislan,6/26/2023,01JGGCHB3KEN2JQEJQ59TD0PTN
Lesya,77,15,Embroidered Sarees,India,7527,395,4984,Lesya Buckney,9/14/2022,01JGGCHB3MW7XZC02NVFYQHAM8
Lari,80,6,Modern Sarees,India,9651,140,7887,Lari Tokell,10/25/2022,01JGGCHB3NHZ18PTF52DA1JC0R
Renelle,28,9,Modern Sarees,India,1498,236,4105,Renelle Kobus,7/7/2023,01JGGCHB3P87J4XBTH1SQTPH0D
Viv,60,13,Silk Sarees,India,2529,321,6172,Viv Astley,11/4/2024,01JGGCHB3QF8E2T1FP9MDJ4HB5
Chantal,75,6,Silk Sarees,India,8036,28,8945,Chantal Jessop,2/15/2024,01JGGCHB3SR8PQV05TQ1RKS72Q
Eveleen,20,4,Cotton Sarees,India,3391,60,1988,Eveleen Speek,10/6/2024,01JGGCHB3TVQCYFN2TR32BQ92B
Kirstin,67,14,Handloom Sarees,India,3176,337,1369,Kirstin Sentinella,12/14/2022,01JGGCHB3VTEDFGW0RJVHP2DK7
Patrizia,48,12,Silk Sarees,India,3291,92,1673,Patrizia Denny,10/11/2022,01JGGCHB3W8MT9R2B314NV1JED
Laure,39,8,Silk Sarees,India,1232,98,4022,Laure Velte,8/13/2023,01JGGCHB3XVWWGTZ6SWKEPC0MX
Leelah,58,13,Cotton Sarees,India,2355,230,7691,Leelah Gibben,9/29/2022,01JGGCHB3Y412QBCHD3MJMZJ4Q
Annetta,60,12,Silk Sarees,India,6455,387,5759,Annetta Blacker,11/12/2022,01JGGCHB3ZMX8GSC78YRVBGTW1
Coretta,20,15,Silk Sarees,India,4736,292,5521,Coretta Durnin,3/16/2024,01JGGCHB40JW2MVRT7JC5ZB11V
Beverlie,59,10,Embroidered Sarees,India,5093,234,9773,Beverlie Murby,5/15/2023,01JGGCHB41MEGHVT0GRGH33TP3
Hedwig,54,13,Cotton Sarees,India,3877,32,8886,Hedwig Miners,5/27/2023,01JGGCHB425M6R3ZVY35Z8TXPN
Timmi,67,12,Cotton Sarees,India,361,42,2130,Timmi Gyse,6/6/2024,01JGGCHB433VYH2JQC503YJQ50
Fayina,37,7,Modern Sarees,India,5920,124,6210,Fayina Boothebie,11/23/2024,01JGGCHB44QA4TYZW5Y2KZSDYR
Arlette,76,1,Embroidered Sarees,India,30,140,2787,Arlette Jacobi,6/10/2023,01JGGCHB46JCZ7FVMCFQV5B8CZ
Sarita,69,7,Regional Specials,India,2839,356,9458,Sarita Ohanessian,2/9/2024,01JGGCHB47643A7R50FW4J632K
Almeda,64,14,Silk Sarees,India,2449,234,2233,Almeda McOwen,3/12/2023,01JGGCHB48HPYJ6B4QJX4ZT6RC
Emilia,61,8,Embroidered Sarees,India,4955,36,9933,Emilia Dayly,11/3/2024,01JGGCHB499BG82WTN8RBYPMX1
Juli,71,14,Modern Sarees,India,8524,190,9555,Juli Decent,7/28/2022,01JGGCHB4BZMVV66BQDWS1EXV4
Karon,30,3,Regional Specials,India,6822,180,3050,Karon Ruggier,5/7/2024,01JGGCHB4CHJM25RT4HGQBS59R
Jade,53,15,Modern Sarees,India,5559,204,8583,Jade Matyushenko,9/11/2024,01JGGCHB4D343S7V1PFV6ZB53X
Nettie,63,3,Embroidered Sarees,India,489,255,4188,Nettie Kleuer,8/15/2023,01JGGCHB4EBCK5M1M9D3PEAD0G
George,24,14,Handloom Sarees,India,9124,170,2685,George Penella,9/4/2023,01JGGCHB4FV1EZ2BHBQ6M2HFKA
Janet,27,11,Embroidered Sarees,India,8387,293,3829,Janet Sultan,8/21/2024,01JGGCHB4GDQYG25ADQ355MBYK
Sisile,29,11,Regional Specials,India,6142,106,6512,Sisile Divver,12/4/2023,01JGGCHB4H5REJKVB9CHH4AMPG
Nadean,36,13,Cotton Sarees,India,7413,24,37,Nadean Cescot,6/2/2023,01JGGCHB4J2YXKYA7XB00Y4Z4C
Valery,66,6,Embroidered Sarees,India,3051,131,9724,Valery Bradock,12/16/2023,01JGGCHB4KZH4K04VV4TPW7WW1
Kelly,69,3,Embroidered Sarees,India,5224,277,5414,Kelly Saich,9/18/2022,01JGGCHB4MSYZ1FJ4P4VZB4MS3
Hynda,48,5,Regional Specials,India,6437,300,9153,Hynda Morales,4/24/2023,01JGGCHB4NZDANX4ZFHCPSZ7JN
Verile,57,1,Cotton Sarees,India,4113,326,9265,Verile Goare,11/13/2023,01JGGCHB4P9K8CESFXECGMF7FZ
Alyda,30,8,Handloom Sarees,India,6600,251,2935,Alyda Spencers,12/18/2023,01JGGCHB4Q96AVG9P465KS0SMB
Karlen,68,3,Cotton Sarees,India,1355,278,4341,Karlen Keyte,12/8/2024,01JGGCHB4SM1KG4EHFA0KG9VVM
Calida,47,12,Regional Specials,India,9345,205,6356,Calida Portchmouth,2/15/2023,01JGGCHB4TZH8W395MMX09D3FJ
Scarlett,70,3,Regional Specials,India,5943,33,818,Scarlett Brombell,8/16/2022,01JGGCHB4VEFCHJ3RCZNJACZQ3
Dyane,26,9,Embroidered Sarees,India,5237,209,8528,Dyane Hallgalley,10/17/2022,01JGGCHB4W6J68NERHK3RJVMX0
Gussie,76,14,Silk Sarees,India,8688,400,623,Gussie Christer,12/13/2024,01JGGCHB4XH4FWCW1B32GC6W6V
Philly,50,14,Embroidered Sarees,India,9177,252,972,Philly Brockington,10/16/2024,01JGGCHB4YAXXRWZ3G5MGHJ3HB
Britteny,62,5,Regional Specials,India,6284,70,4548,Britteny Muglestone,4/5/2024,01JGGCHB4ZE19CSRSX7XFZRCQG
Dale,50,7,Regional Specials,India,7704,119,1098,Dale Bluett,9/17/2024,01JGGCHB504HS27WR803HNC5XV
Rozanne,53,6,Regional Specials,India,407,41,6551,Rozanne Ashurst,9/22/2022,01JGGCHB51KAXNJEJX32JWJZTZ
Gaye,45,12,Silk Sarees,India,9068,273,3593,Gaye Moatt,9/26/2023,01JGGCHB528YKSJVMS9TM0YMKM
Leland,30,1,Cotton Sarees,India,9154,109,513,Leland Peirone,5/25/2023,01JGGCHB53DHBV4CXJTDKXF257
Val,79,11,Modern Sarees,India,2034,140,825,Val McGriele,6/16/2022,01JGGCHB54HQBG3PA284ANTTYD
Sapphire,26,3,Cotton Sarees,India,7182,388,4580,Sapphire Persian,1/7/2023,01JGGCHB555JXF4TTR3SN6RNRE
Celestia,57,4,Silk Sarees,India,6651,120,279,Celestia Kennerknecht,8/24/2022,01JGGCHB56584TF4KZSDZBDKAR
Brandise,51,5,Embroidered Sarees,India,1653,313,9301,Brandise Wells,5/31/2024,01JGGCHB58946GGRS5CQBJ1ZF8
Dredi,60,8,Regional Specials,India,9113,198,8380,Dredi Staries,8/8/2024,01JGGCHB59VVCZNN4F43GFY5RK
Ninon,22,8,Handloom Sarees,India,1454,47,3204,Ninon Heppenspall,1/16/2024,01JGGCHB5AG2WTWNAE17XZFD10
Lynelle,78,14,Silk Sarees,India,6236,43,495,Lynelle Clemenzi,9/28/2024,01JGGCHB5BC2NETGBDH5KSEH7M
Jade,78,1,Embroidered Sarees,India,3257,190,4916,Jade Pieche,12/22/2024,01JGGCHB5CAWWTWNFXAW6PCV5J
Hortensia,40,12,Handloom Sarees,India,1692,314,3252,Hortensia Reyne,6/26/2023,01JGGCHB5D46HNDHGD6PJJS4GS
Marijo,38,12,Handloom Sarees,India,6501,253,2809,Marijo Tester,10/3/2023,01JGGCHB5E9C3FVCKS4NCGHNM6
Laureen,20,9,Handloom Sarees,India,9130,130,2650,Laureen Turmel,12/18/2023,01JGGCHB5FFPQJABQDM8JNN05X
Mariel,79,1,Silk Sarees,India,2649,112,7219,Mariel Litton,9/1/2022,01JGGCHB5GHZT8GJ4R4G8EAAR0
Luz,28,2,Silk Sarees,India,327,363,5432,Luz Gounod,10/11/2024,01JGGCHB5HAEVWM01M08VTNMFJ
Nicole,67,5,Silk Sarees,India,9834,268,1276,Nicole Lammerts,3/22/2024,01JGGCHB5JF4X9KHTSS3XNEWDS
Orel,44,10,Regional Specials,India,2553,146,9883,Orel Eberdt,2/8/2023,01JGGCHB5K8TFVSFXSYXSBGFJ4
Regine,41,8,Silk Sarees,India,2890,26,5156,Regine Got,1/25/2023,01JGGCHB5MCEVK6S095RHMTFP8
Catharina,56,9,Regional Specials,India,951,254,1203,Catharina Barbosa,4/7/2023,01JGGCHB5NHEH9VBGBSM1GHKAP
Charisse,39,12,Handloom Sarees,India,7971,327,7633,Charisse Will,9/10/2023,01JGGCHB5PD3GFTNCVG2SK15CZ
Hatty,68,10,Modern Sarees,India,92,341,3195,Hatty Laurent,5/12/2024,01JGGCHB5QVEQ5E3D1EKZ8QPTY
Zaneta,54,1,Embroidered Sarees,India,6365,34,6631,Zaneta Ashton,9/15/2022,01JGGCHB5R7P91460RDWGC5GXD
Dorice,39,6,Regional Specials,India,450,377,1525,Dorice Trytsman,3/11/2023,01JGGCHB5S5629N7EERK0JJTCW
Ramonda,73,13,Silk Sarees,India,7711,0,7116,Ramonda Eccleshare,8/22/2024,01JGGCHB5VH0GH8A1PYF658M3E
Nell,32,1,Regional Specials,India,9450,315,3813,Nell Pembry,3/21/2023,01JGGCHB5WDCSYV5G4H4ECQVF9
Ajay,23,5,Embroidered Sarees,India,6557,233,5637,Ajay Vasse,5/9/2024,01JGGCHB5XH033SCHSK4KSX0F8
Meagan,58,11,Silk Sarees,India,1050,390,8522,Meagan Zorzini,3/16/2023,01JGGCHB5YMGP8B4DA76YDYB0R
Daryl,65,9,Modern Sarees,India,2618,325,7856,Daryl Baumer,11/22/2022,01JGGCHB5ZC617JDM9NDB7RFT2
Lorianne,40,8,Modern Sarees,India,4782,376,8897,Lorianne Henlon,6/6/2024,01JGGCHB603JQGZNTG5WEQ2F8P
Edwina,43,8,Cotton Sarees,India,2090,397,6180,Edwina Reek,4/28/2023,01JGGCHB61M5W532G27K96FNY3
Jacquie,49,5,Silk Sarees,India,9973,276,6423,Jacquie Matthews,8/8/2023,01JGGCHB62FK3AKXYJT1G32540
Darci,34,8,Silk Sarees,India,7928,230,7166,Darci Sarrell,2/28/2023,01JGGCHB63WT7TTHDRXJ23VXME
Felicle,65,14,Handloom Sarees,India,1646,122,8585,Felicle Pollett,11/4/2023,01JGGCHB64ZDPF53H8BTFJTF20
Selma,24,8,Embroidered Sarees,India,1393,325,8707,Selma Seeney,8/13/2023,01JGGCHB65FSY0F9E2952EA7R3
Leoline,37,9,Cotton Sarees,India,5755,233,5512,Leoline Petrillo,6/10/2024,01JGGCHB67Y5H92SMWY5KVJ7VW
Teresita,29,5,Cotton Sarees,India,822,66,6421,Teresita Comar,10/26/2023,01JGGCHB68BSADD3WXM59CKHDT
Jodie,23,10,Silk Sarees,India,5692,277,4102,Jodie Gaskin,10/8/2022,01JGGCHB69DBPPTVRPRQCDYFS7
Cthrine,34,9,Embroidered Sarees,India,4363,395,7756,Cthrine Buessen,12/6/2022,01JGGCHB6A2RY0NYRV4ZE6A1Y4
Gilberte,54,7,Cotton Sarees,India,4224,156,4297,Gilberte Durrand,7/9/2024,01JGGCHB6BYGQ0SCTQ14VD9PAK
Rennie,47,3,Silk Sarees,India,4534,43,5174,Rennie Gilvear,8/1/2023,01JGGCHB6C25754FMWJ1DF03PD
Seka,20,9,Modern Sarees,India,2239,164,595,Seka Emblin,9/8/2022,01JGGCHB6DD9RB9JV2W1MAVY11
Melessa,28,1,Handloom Sarees,India,1257,178,5781,Melessa Herculeson,7/10/2024,01JGGCHB6EWYKW20F87A95JC5K
Michel,47,4,Modern Sarees,India,2056,399,6740,Michel Ashelford,2/21/2023,01JGGCHB6FCEXY3PBTGVVM0530
Fran,35,8,Cotton Sarees,India,930,336,262,Fran Wilford,8/14/2024,01JGGCHB6HQDEB65J7B6X3PKET
Ursula,58,4,Handloom Sarees,India,5849,69,7603,Ursula Fritter,11/14/2022,01JGGCHB6JV8DVGQKD3MMCTTDV
Lilla,60,8,Cotton Sarees,India,4206,235,1050,Lilla Etchingham,8/3/2024,01JGGCHB6KY8AEPB1TQW0SHPF6
Lani,24,11,Silk Sarees,India,7288,18,3470,Lani Dungee,8/23/2023,01JGGCHB6M53AMK7QQ8V20MY01
Olivie,79,11,Cotton Sarees,India,7614,380,5004,Olivie Splevins,11/3/2024,01JGGCHB6P7JGWXFEC3WKCSYAC
Dawn,69,7,Modern Sarees,India,311,350,2800,Dawn Lockless,8/23/2022,01JGGCHB6Q1G8Z1HT1Q105811N
Jacky,73,6,Modern Sarees,India,2497,206,3219,Jacky Linwood,6/15/2022,01JGGCHB6R29G1V7X01GN78ET9
Ellyn,42,5,Cotton Sarees,India,4454,168,3226,Ellyn Anderer,8/3/2022,01JGGCHB6S530VRE023832H8E5
Hertha,51,11,Silk Sarees,India,3238,104,5808,Hertha Rengger,12/4/2023,01JGGCHB6T35DWD15APND4HNH5
Jennie,68,10,Handloom Sarees,India,5279,53,5082,Jennie Scanes,9/20/2024,01JGGCHB6V2RCXC9JJY7Z7JDX7
Kristel,31,14,Modern Sarees,India,8200,189,8149,Kristel Edgecombe,8/5/2023,01JGGCHB6WFSDE7P8A767YPSQ1
